compound_id	chemical_description	analysis_platform	refractive_index	molar_mass	superpathway	subpathway	pubchem_id	cas_number	kegg_id	hmdb_id
22152	nicotinamide ribonucleotide (NMN)	LC/MS Pos Early	766	335.0639	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	14180	1094-61-7	C00455	HMDB00229
33013	nicotinamide riboside	LC/MS Pos Early	2040	255.0976	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	439924	1341-23-7	C03150	HMDB00855
1504	nicotinate	LC/MS Pos Early	1673	124.0393	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	938	59-67-6	C00253	HMDB01488
33471	nicotinate ribonucleoside	LC/MS Pos Early	1536	256.0816	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	161234	2625-49-2	C05841	HMDB06809
32461	nicotinic acid mononucleotide (NaMN)	LC/MS Pos Early	648	336.0479	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	5288991	321-02-8	C01185	HMDB01132
57810	nisinate (24:6n3)	LC/MS Neg	5657	355.2643	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	11792612	68378-49-4		HMDB02007
1356	nonadecanoate (19:0)	LC/MS Neg	6068	297.2799	Lipid	Long Chain Saturated Fatty Acid	12591	646-30-0	C16535	HMDB00772
37426	norvaline	LC/MS Pos Early	2582	118.0863	Amino Acid	Urea cycle; Arginine and Proline Metabolism	824	760-78-1	C01826	HMDB13716
45413	O-sulfo-L-tyrosine	LC/MS Neg	990	260.0234	Xenobiotics	Chemical	514186			
43392	o-Tyrosine	LC/MS Pos Early	2772	182.0812	Amino Acid	Tyrosine Metabolism	91482	2370-61-8		HMDB06050
57389	OAHSA (18:1/OH-18:0)	LC/MS Pos Late	3384	582.5456	Lipid	Fatty Acid Hydroxyl Fatty Acid				
61860	octadecadienedioate (C18:2-DC)*	LC/MS Neg	4676	309.2071	Lipid	Fatty Acid, Dicarboxylate				
36754	octadecanedioate (C18)	LC/MS Neg	5043	313.2384	Lipid	Fatty Acid, Dicarboxylate	70095	871-70-5		HMDB00782
61861	octadecenedioate (C18:1-DC)	LC/MS Neg	4875	311.2228	Lipid	Fatty Acid, Dicarboxylate				
61865	octadecenedioylcarnitine (C18:1-DC)*	LC/MS Pos Late	1180	456.332	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)		251981-06-3		
33936	octanoylcarnitine (C8)	LC/MS Pos Late	950	288.2169	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)	123701	3671-77-0	C02838	HMDB00791
32458	oleamide	LC/MS Neg	6581	280.2646	Lipid	Fatty Acid, Amide	5283387	301-02-0	C19670	HMDB02117
52285	oleate/vaccenate (18:1)	LC/MS Neg	5655	281.2486	Lipid	Long Chain Monounsaturated Fatty Acid				
38102	oleoyl ethanolamide	LC/MS Neg	6450	324.2908	Lipid	Endocannabinoid	5283454	11-58-0;111-58-0		HMDB02088
54961	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	LC/MS Pos Late	2990	660.5562	Lipid	Diacylglycerol				HMDB07228
54970	oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*	LC/MS Pos Late	2819	634.5405	Lipid	Diacylglycerol				HMDB07220
46798	oleoyl-linoleoyl-glycerol (18:1/18:2) [1]	LC/MS Pos Late	3115	636.5562	Lipid	Diacylglycerol		106292-55-1		HMDB07219
46799	oleoyl-linoleoyl-glycerol (18:1/18:2) [2]	LC/MS Pos Late	3223	636.5562	Lipid	Diacylglycerol		104346-53-4		HMDB07219
35160	oleoylcarnitine (C18:1)	LC/MS Pos Late	1423	426.3578	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	6441392	38677-66-6		HMDB05065
53260	oleoylcholine	LC/MS Pos Late	1449	368.3523	Lipid	Fatty Acid Metabolism (Acyl Choline)				
1493	ornithine	LC/MS Pos Early	2800	133.0972	Amino Acid	Urea cycle; Arginine and Proline Metabolism	6262	3184-13-2	C00077	HMDB03374
1505	orotate	LC/MS Polar	1638.1	155.0098	Nucleotide	Pyrimidine Metabolism, Orotate containing	967	50887-69-9	C00295	HMDB00226
20694	oxalate (ethanedioate)	LC/MS Neg	603	88.988	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	971	144-62-7	C00209	HMDB02329
33444	p-cresol	LC/MS Neg	4154	107.0502	Xenobiotics	Benzoate Metabolism	2879	106-44-5	C01468	HMDB01858
36103	p-cresol sulfate	LC/MS Neg	2890	187.0071	Xenobiotics	Benzoate Metabolism	4615423	3233-57-7		HMDB11635
17665	p-hydroxybenzaldehyde	LC/MS Neg	2040	121.0295	Xenobiotics	Benzoate Metabolism	126	123-08-0	C00633	HMDB11718
41391	p-hydroxybenzyl-glucosinolate	LC/MS Neg	1418	424.0378	Xenobiotics	Food Component/Plant		20196-67-2		
52622	PAHSA (16:0/OH-18:0)	LC/MS Pos Late	3411	556.5299	Lipid	Fatty Acid Hydroxyl Fatty Acid				
1336	palmitate (16:0)	LC/MS Neg	5618	255.233	Lipid	Long Chain Saturated Fatty Acid	985	57-10-3	C00249	HMDB00220
33447	palmitoleate (16:1n7)	LC/MS Neg	5475	253.2173	Lipid	Long Chain Monounsaturated Fatty Acid	445638	373-49-9	C08362	HMDB03229
54967	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	LC/MS Pos Late	2664	608.5249	Lipid	Diacylglycerol				HMDB07132
53223	palmitoleoylcarnitine (C16:1)*	LC/MS Pos Late	1357	398.3265	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)	71464547			
52434	palmitoyl dihydrosphingomyelin (d18:0/16:0)*	LC/MS Pos Late	2290	705.5905	Lipid	Dihydrosphingomyelins	9939965			
38165	palmitoyl ethanolamide	LC/MS Pos Late	1643	300.2897	Lipid	Endocannabinoid	4671	544-31-0	C16512	HMDB02100
37506	palmitoyl sphingomyelin (d18:1/16:0)	LC/MS Pos Late	2168	703.5749	Lipid	Sphingomyelins	9939941	6254-89-3		
52634	palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*	LC/MS Pos Late	3197	610.5405	Lipid	Diacylglycerol				HMDB07103
54942	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	LC/MS Pos Late	3695	612.5562	Lipid	Diacylglycerol			C13861	HMDB07102
44681	palmitoylcarnitine (C16)	LC/MS Pos Late	1425	400.3421	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	461	6865-14-1	C02990	HMDB00222
52944	palmitoylcholine	LC/MS Pos Late	1482	342.3367	Lipid	Fatty Acid Metabolism (Acyl Choline)	151731			
57555	pantetheine	LC/MS Pos Early	2056	279.1373	Cofactors and Vitamins	Pantothenate and CoA Metabolism	439322	496-65-1	C00831	
63061	pantoate	LC/MS Neg	1143	147.0663	Cofactors and Vitamins	Pantothenate and CoA Metabolism	439251	470-29-1	C00522	
1508	pantothenate (Vitamin B5)	LC/MS Pos Early	1667	220.118	Cofactors and Vitamins	Pantothenate and CoA Metabolism	6613	137-08-6	C00864	HMDB00210
18254	paraxanthine	LC/MS Pos Early	1810	181.072	Xenobiotics	Xanthine Metabolism	4687	611-59-6	C13747	HMDB01860
1361	pentadecanoate (15:0)	LC/MS Neg	5521	241.2173	Lipid	Long Chain Saturated Fatty Acid	13849	1002-84-2;10002-84-2	C16537	HMDB00826
63264	pentose acid*	LC/MS Polar	2180	165.0405	Partially Characterized Molecules	Partially Characterized Molecules				
12142	phenethylamine	LC/MS Pos Early	3065	122.0964	Amino Acid	Phenylalanine Metabolism	1001	64-04-0	C05332	HMDB02017
32553	phenol sulfate	LC/MS Neg	2156	172.9914	Amino Acid	Tyrosine Metabolism	74426	937-34-8	C02180	HMDB60015
15958	phenylacetate	LC/MS Neg	2150	135.0452	Amino Acid	Phenylalanine Metabolism	999	103-82-2	C07086	HMDB00209
35126	phenylacetylglutamine	LC/MS Neg	2330	263.1037	Peptide	Acetylated Peptides	92258	28047-15-6	C04148	HMDB06344
63154	phenylacetyltaurine	LC/MS Neg	2494	242.0493	Peptide	Acetylated Peptides	2179693	33953-90-1		
64	phenylalanine	LC/MS Pos Early	2878	166.0863	Amino Acid	Phenylalanine Metabolism	6140	63-91-2	C00079	HMDB00159
41374	phenylalanylalanine	LC/MS Pos Early	2909	237.1234	Peptide	Dipeptide	5488196	3918-87-4		
41370	phenylalanylglycine	LC/MS Pos Early	2898	223.1077	Peptide	Dipeptide	98207	721-90-4		HMDB28995
22130	phenyllactate (PLA)	LC/MS Neg	2208	165.0557	Amino Acid	Phenylalanine Metabolism	3848	828-01-3	C05607	HMDB00779
566	phenylpyruvate	LC/MS Neg	2515	163.0401	Amino Acid	Phenylalanine Metabolism	997	156-06-9	C00166	HMDB00205
35879	pheophorbide A	LC/MS Pos Late	1562	593.2759	Xenobiotics	Food Component/Plant	5323510	15664-29-6	C18021	
61857	pheophytin A	LC/MS Pos Late	3176	871.5732	Xenobiotics	Food Component/Plant		603-17-8	C05797	
42109	phosphate	LC/MS Pos Early	576	98.9842	Energy	Oxidative Phosphorylation	1061	7664-38-2	C00009	HMDB01429
598	phytanate	LC/MS Neg	5908	311.2956	Xenobiotics	Food Component/Plant	26840	14721-66-5	C01607	HMDB00801
1510	phytosphingosine	LC/MS Pos Late	1367	318.3003	Lipid	Sphingolipid Synthesis	122121	554-62-1	C12144	HMDB04610
1512	picolinate	LC/MS Pos Early	910	124.0393	Amino Acid	Tryptophan Metabolism	1018	98-98-6	C10164	HMDB02243
15704	pimelate (C7-DC)	LC/MS Polar	2745	159.0663	Lipid	Fatty Acid, Dicarboxylate	385	111-16-0	C02656	HMDB00857
42963	pinoresinol	LC/MS Neg	4290	357.1344	Xenobiotics	Food Component/Plant	73399	487-36-5	C05366	
1444	pipecolate	LC/MS Pos Early	2200	130.0863	Amino Acid	Lysine Metabolism	849	4043-87-2	C00408	HMDB00070
38183	piperidine	LC/MS Pos Early	2500	86.0964	Xenobiotics	Food Component/Plant	8082	110-89-4	C01746	HMDB34301
33935	piperine	LC/MS Pos Late	1168	286.1438	Xenobiotics	Food Component/Plant	638024	94-62-2	C03882	HMDB29377
40448	ponciretin	LC/MS Neg	4365	285.0768	Xenobiotics	Food Component/Plant	5118250	480-43-3		
54742	prednisolone	LC/MS Pos Late	828	361.201	Xenobiotics	Drug - Antiinflammatory, Immunosuppressant	5755		C07369,D00472	HMDB14998
32562	pregnen-diol disulfate*	LC/MS Neg	3868	238.0775	Lipid	Pregnenolone Steroids				
32619	pregnenediol sulfate (C21H34O5S)*	LC/MS Neg	5000	397.2054	Lipid	Pregnenolone Steroids		1247-64-9		
62921	pregnenetriol disulfate*	LC/MS Neg	3504	246.0749	Lipid	Pregnenolone Steroids				
62922	pregnenetriol sulfate*	LC/MS Neg	4749	413.2003	Lipid	Pregnenolone Steroids				
38170	pregnenolone sulfate	LC/MS Neg	5100	395.1898	Lipid	Pregnenolone Steroids	105074	1247-64-9		HMDB00774
38271	pristanate	LC/MS Neg	5773	297.2799	Lipid	Fatty Acid, Branched	123929	1189-37-3		HMDB00795
35127	prolylhydroxyproline	LC/MS Pos Early	2128	229.1183	Amino Acid	Urea cycle; Arginine and Proline Metabolism	11673055	18684-24-7		HMDB06695
1898	proline	LC/MS Pos Early	1603	116.0706	Amino Acid	Urea cycle; Arginine and Proline Metabolism	145742	147-85-3	C00148	HMDB00162
40703	prolylglycine	LC/MS Pos Early	2136	173.0921	Peptide	Dipeptide	6426709	2578-57-6		HMDB11178
32452	propionylcarnitine (C3)	LC/MS Pos Early	2590	218.1387	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	107738	17298-37-2	C03017	HMDB00824
31932	propionylglycine (C3)	LC/MS Neg	960	130.051	Lipid	Fatty Acid Metabolism (also BCAA Metabolism)	98681	21709-90-0		HMDB00783
39321	protoporphyrin IX	LC/MS Pos Late	1417	563.2653	Cofactors and Vitamins	Hemoglobin and Porphyrin Metabolism	4971	553-12-8;50865-10-5	C02191	HMDB00241
33442	pseudouridine	LC/MS Pos Early	800	245.0768	Nucleotide	Pyrimidine Metabolism, Uracil containing	15047	1445-07-4	C02067	HMDB00767
43023	pterin	LC/MS Pos Early	1805	164.0567	Cofactors and Vitamins	Pterin Metabolism	73000	22363-60-4	C00715	HMDB00802
1408	putrescine	LC/MS Pos Early	3027	89.1073	Amino Acid	Polyamine Metabolism	1045	110-60-1	C00134	HMDB01414
1651	pyridoxal	LC/MS Pos Early	2343	168.0655	Cofactors and Vitamins	Vitamin B6 Metabolism	1050	65-22-5	C00250	HMDB01545
2150	pyridoxamine	LC/MS Pos Early	2975	169.0972	Cofactors and Vitamins	Vitamin B6 Metabolism	1052	58052-48-5	C00534	HMDB01431
31555	pyridoxate	LC/MS Neg	2185	182.0459	Cofactors and Vitamins	Vitamin B6 Metabolism	6723	82-82-6	C00847	HMDB00017
608	pyridoxine (Vitamin B6)	LC/MS Pos Early	2442	170.0812	Cofactors and Vitamins	Vitamin B6 Metabolism	1054	58-56-0	C00314	HMDB02075
46225	pyroglutamine*	LC/MS Pos Early	1900	129.0659	Amino Acid	Glutamate Metabolism	134508	2353-44-8		
48428	pyrraline	LC/MS Neg	2304	253.1194	Xenobiotics	Food Component/Plant	122228	74509-14-1		HMDB33143
42582	pyruvate	LC/MS Neg	732.4	87.0088	Carbohydrate	Glycolysis, Gluconeogenesis, and Pyruvate Metabolism	1060	127-17-3	C00022	HMDB00243
17780	quercetin	LC/MS Pos Late	690	303.0499	Xenobiotics	Food Component/Plant	5280343	849061-97-8	C00389	HMDB05794
18335	quinate	LC/MS Polar	2432.9	191.0561	Xenobiotics	Food Component/Plant	6508	77-95-2	C00296	HMDB03072
1899	quinolinate	LC/MS Pos Early	845	168.0291	Cofactors and Vitamins	Nicotinate and Nicotinamide Metabolism	1066	89-00-9	C03722	HMDB00232
15772	ribitol	LC/MS Polar	1789.6	151.0612	Carbohydrate	Pentose Metabolism	6912	488-81-3	C00474	HMDB00508
1827	riboflavin (Vitamin B2)	LC/MS Pos Early	2292	377.1456	Cofactors and Vitamins	Riboflavin Metabolism	493570	83-88-5	C00255	HMDB00244
27731	ribonate	LC/MS Polar	2425	165.0405	Carbohydrate	Pentose Metabolism	5460677	5336-08-03 00:00:00	C01685	HMDB00867
1471	ribose	LC/MS Polar	1508.2	195.051	Carbohydrate	Pentose Metabolism	5779	50-69-1	C00121	HMDB00283
61858	ribulonate/xylulonate/lyxonate*	LC/MS Polar	2350	165.0405	Carbohydrate	Pentose Metabolism				
48340	ribulose/xylulose	LC/MS Polar	1400	149.0455	Carbohydrate	Pentose Metabolism				
39785	rosmarinate	LC/MS Neg	2785	359.0772	Xenobiotics	Food Component/Plant	5281792	537-15-5	C01850	HMDB03572
42370	S-1-pyrroline-5-carboxylate	LC/MS Pos Early	1528	114.055	Amino Acid	Glutamate Metabolism	1196	2906-39-0	C04322	HMDB01301
47897	S-carboxymethyl-L-cysteine	LC/MS Pos Early	1490	180.0325	Xenobiotics	Drug - Other	1080	638-23-3	C03727	HMDB29415
39592	S-methylcysteine	LC/MS Pos Early	1955	119.0161	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	24417	1187-84-4		HMDB02108
21151	saccharin	LC/MS Neg	2000	181.9917	Xenobiotics	Food Component/Plant	5143	81-07-2	D01085	HMDB29723
1495	saccharopine	LC/MS Polar	3991.9	275.1249	Amino Acid	Lysine Metabolism	160556	997-68-2	C00449	HMDB00279
1515	salicylate	LC/MS Polar	802	137.0242	Xenobiotics	Drug - Topical Agents	338	69-72-7	C00805	HMDB01895
1516	sarcosine	LC/MS Pos Early	1280	90.055	Amino Acid	Glycine, Serine and Threonine Metabolism	1088	107-97-1	C00213	HMDB00271
32398	sebacate (C10-DC)	LC/MS Neg	1788	201.1132	Lipid	Fatty Acid, Dicarboxylate	5192	111-20-6	C08277	HMDB00792
38105	secoisolariciresinol	LC/MS Neg	3945	361.1657	Xenobiotics	Food Component/Plant	65373	29388-59-8	C18167	HMDB13692
40091	secoisolariciresinol diglucoside	LC/MS Neg	3380	685.2713	Xenobiotics	Food Component/Plant	9917980	148244-82-0		
53237	sedoheptulose	LC/MS Polar	2255	209.0667	Carbohydrate	Pentose Metabolism	5459879	3019-74-7		HMDB03219
1648	serine	LC/MS Pos Early	1239	106.0499	Amino Acid	Glycine, Serine and Threonine Metabolism	5951	56-45-1	C00065	HMDB00187
2342	serotonin	LC/MS Pos Early	2550	177.1022	Amino Acid	Tryptophan Metabolism	5202	153-98-0	C00780	HMDB00259
54791	silibinin	LC/MS Neg	3655	481.114	Xenobiotics	Drug - Metabolic	31553	22888-70-6	D08515	
54790	silicristin	LC/MS Neg	3072	481.114	Xenobiotics	Food Component/Plant	441764	33889-69-9	C08717	
21150	sinapate	LC/MS Neg	1973	223.0612	Xenobiotics	Food Component/Plant	637775	530-59-6	C00482	HMDB32616
52233	sitostanol	LC/MS Pos Late	3300	399.3985	Xenobiotics	Food Component/Plant	15559396	19466-47-8	C19644	HMDB00494
33021	skatol	LC/MS Neg	4875	130.0662	Amino Acid	Tryptophan Metabolism	6736	83-34-1	C08313	HMDB00466
39788	solanidine	LC/MS Pos Late	1010	398.3418	Xenobiotics	Food Component/Plant	65727	80-78-4	C06543	HMDB03236
43590	soyasaponin I	LC/MS Neg	5163	941.5115	Xenobiotics	Food Component/Plant	122097	51330-27-9	C08983	HMDB34649
54925	soyasaponin III	LC/MS Neg	5176	795.4536	Xenobiotics	Food Component/Plant		55304-02-4		
485	spermidine	LC/MS Pos Early	3355	146.1652	Amino Acid	Polyamine Metabolism	1102	124-20-9	C00315	HMDB01257
17769	sphinganine	LC/MS Pos Late	1413	302.3054	Lipid	Sphingolipid Synthesis	3126	3102-56-5	C00836	HMDB00269
52433	sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*	LC/MS Pos Late	2082	689.5592	Lipid	Sphingomyelins		121999-58-4		
57473	sphingomyelin (d18:0/18:0, d19:0/17:0)*	LC/MS Pos Late	2362	733.6218	Lipid	Dihydrosphingomyelins				HMDB12087
57476	sphingomyelin (d18:0/20:0, d16:0/22:0)*	LC/MS Pos Late	2600	761.6531	Lipid	Dihydrosphingomyelins				
42463	sphingomyelin (d18:1/14:0, d16:1/16:0)*	LC/MS Pos Late	1998	675.5436	Lipid	Sphingomyelins	11433862			HMDB12097
52615	sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)	LC/MS Pos Late	2312	717.5905	Lipid	Sphingomyelins		121999-64-2		
48490	sphingomyelin (d18:1/20:0, d16:1/22:0)*	LC/MS Pos Late	2685	759.6375	Lipid	Sphingomyelins				HMDB12102
48491	sphingomyelin (d18:1/20:1, d18:2/20:0)*	LC/MS Pos Late	2383	757.6218	Lipid	Sphingomyelins		222403-67-0		
52495	sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*	LC/MS Pos Late	2793	773.6531	Lipid	Sphingomyelins				
48493	sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*	LC/MS Pos Late	2666	785.6531	Lipid	Sphingomyelins				HMDB12104
57477	sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*	LC/MS Pos Late	2209	783.6375	Lipid	Sphingomyelins				
47153	sphingomyelin (d18:1/24:1, d18:2/24:0)*	LC/MS Pos Late	3033	813.6844	Lipid	Sphingomyelins		94359-13-4		HMDB12107
52435	sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*	LC/MS Pos Late	2845	799.6687	Lipid	Sphingomyelins				
52437	sphingomyelin (d18:2/24:1, d18:1/24:2)*	LC/MS Pos Late	2635	811.6687	Lipid	Sphingomyelins				
17747	sphingosine	LC/MS Pos Late	1393	300.2897	Lipid	Sphingosines	5353955	123-78-4	C00319	HMDB00252
34384	stachydrine	LC/MS Pos Early	1440	144.1019	Xenobiotics	Food Component/Plant	115244	4136-37-2	C10172	HMDB04827
1358	stearate (18:0)	LC/MS Neg	5872	283.2643	Lipid	Long Chain Saturated Fatty Acid	5281	57-11-4	C01530	HMDB00827
38625	stearoyl ethanolamide	LC/MS Pos Late	1787	328.321	Lipid	Endocannabinoid	27902	111-57-9		HMDB13078
19503	stearoyl sphingomyelin (d18:1/18:0)	LC/MS Pos Late	2400	731.6062	Lipid	Sphingomyelins	6453725	85187-10-6;85187-10-6	C00550	HMDB01348
34409	stearoylcarnitine (C18)	LC/MS Pos Late	1485	428.3734	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)	6426855	18822-91-8		HMDB00848
57464	stearoylcholine*	LC/MS Pos Late	1520	370.368	Lipid	Fatty Acid Metabolism (Acyl Choline)				
54797	steviol	LC/MS Neg	5327	317.2122	Xenobiotics	Food Component/Plant	452967		C20212	
63060	stigmastadienone	LC/MS Pos Late	2688	411.3622	Lipid	Sterol	6442194			
21183	stigmasterol	LC/MS Pos Late	2875	395.3672	Lipid	Sterol	5280794	83-48-7	C05442	HMDB00937
53244	STVLT	LC/MS Neg	2692	518.2832	Peptide	Polypeptide				
15730	suberate (C8-DC)	LC/MS Polar	2577.6	173.0819	Lipid	Fatty Acid, Dicarboxylate	10457	505-48-6	C08278	HMDB00893
52990	suberoylcarnitine (C8-DC)	LC/MS Pos Early	2964	318.1911	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)				
1437	succinate	LC/MS Polar	3149	117.0193	Energy	TCA Cycle	1110	110-15-6	C00042	HMDB00254
63678	succinoyltaurine	LC/MS Polar	2572	224.0234	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism				
55014	succinylglutamine	LC/MS Pos Early	815	247.0925	Amino Acid	Glutamate Metabolism				
36649	sucralose	LC/MS Neg	3140	395.0073	Xenobiotics	Food Component/Plant	71485	56038-13-2	C12285	HMDB31554
1519	sucrose	LC/MS Polar	3092	387.1144	Carbohydrate	Disaccharides and Oligosaccharides	5988	57-50-1	C00089	HMDB00258
62294	sulfate of piperine metabolite C16H19NO3 (1)*	LC/MS Neg	4031	352.086	Xenobiotics	Food Component/Plant				
62295	sulfate of piperine metabolite C16H19NO3 (2)*	LC/MS Neg	4112	352.086	Xenobiotics	Food Component/Plant				
62296	sulfate of piperine metabolite C16H19NO3 (3)*	LC/MS Neg	4200	352.086	Xenobiotics	Food Component/Plant				
62297	sulfate of piperine metabolite C18H21NO3 (1)*	LC/MS Neg	4481	378.1017	Xenobiotics	Food Component/Plant				
62299	sulfate of piperine metabolite C18H21NO3 (3)*	LC/MS Neg	4630	378.1017	Xenobiotics	Food Component/Plant				
46960	sulfate*	LC/MS Neg	616	96.9601	Xenobiotics	Chemical	1118	14808-79-8	C00059	HMDB01448
37091	syringic acid	LC/MS Neg	1450	197.0455	Xenobiotics	Food Component/Plant	10742	530-57-4	C10833	HMDB02085
15336	tartarate	LC/MS Neg	615.3	149.0092	Xenobiotics	Food Component/Plant	444305	87-69-4;6106-24-7	C00898	HMDB00956
2125	taurine	LC/MS Pos Early	660	126.022	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	1123	107-35-7	C00245	HMDB00251
18494	taurochenodeoxycholate	LC/MS Neg	5250	498.2895	Lipid	Primary Bile Acid Metabolism	387316	6009-98-9	C05465	HMDB00951
62890	taurochenodeoxycholic acid 3-sulfate	LC/MS Neg	4809	288.6195	Lipid	Secondary Bile Acid Metabolism				HMDB02486
18497	taurocholate	LC/MS Neg	5150	514.2844	Lipid	Primary Bile Acid Metabolism	6675	145-42-6	C05122	HMDB00036
32807	taurocholenate sulfate*	LC/MS Neg	4750	279.6142	Lipid	Secondary Bile Acid Metabolism				
12261	taurodeoxycholate	LC/MS Neg	5257.4	498.2895	Lipid	Secondary Bile Acid Metabolism	2733768	207737-97-1	C05463	HMDB00896
62889	taurodeoxycholic acid 3-sulfate	LC/MS Neg	4850	288.6195	Lipid	Secondary Bile Acid Metabolism				
31889	taurolithocholate	LC/MS Neg	5345	482.2946	Lipid	Secondary Bile Acid Metabolism	10595	516-90-5	C02592	HMDB00722
36850	taurolithocholate 3-sulfate	LC/MS Neg	5027	280.6221	Lipid	Secondary Bile Acid Metabolism	440071	64936-83-0	C03642	HMDB02580
39378	tauroursodeoxycholate	LC/MS Neg	5025	498.2895	Lipid	Secondary Bile Acid Metabolism	9848818	14605-22-2		HMDB00874
62784	tauroursodeoxycholic acid sulfate (1)	LC/MS Neg	4325	288.6195	Lipid	Secondary Bile Acid Metabolism				
62785	tauroursodeoxycholic acid sulfate (2)	LC/MS Neg	4603	288.6195	Lipid	Secondary Bile Acid Metabolism				
62850	tetradecadienoate (14:2)*	LC/MS Neg	5292	223.1704	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	5312409	39039-37-7		HMDB00560
35669	tetradecanedioate (C14)	LC/MS Neg	3985	257.1758	Lipid	Fatty Acid, Dicarboxylate	13185	821-38-5		HMDB00872
62793	tetrahydrocortisol sulfate (1)	LC/MS Neg	4276	445.1902	Lipid	Corticosteroids				
62794	tetrahydrocortisol sulfate (2)	LC/MS Neg	4668	445.1902	Lipid	Corticosteroids				
61836	THC carboxylic acid	LC/MS Neg	5263	343.1915	Xenobiotics	Drug - Psychoactive	107885			
61848	THC carboxylic acid glucuronide	LC/MS Neg	5224	519.2236	Xenobiotics	Drug - Psychoactive				
22206	theanine	LC/MS Pos Early	2180	175.1077	Xenobiotics	Food Component/Plant	439378	3081-61-6	C01047	HMDB34365
18392	theobromine	LC/MS Pos Early	1600	181.072	Xenobiotics	Xanthine Metabolism	5429	83-67-0	C07480	HMDB02825
18394	theophylline	LC/MS Pos Early	1870	181.072	Xenobiotics	Xanthine Metabolism	2153	58-55-9	C07130	HMDB01889
5341	thiamin (Vitamin B1)	LC/MS Pos Early	3050	265.1118	Cofactors and Vitamins	Thiamine Metabolism	1130	59-43-8	C00378	HMDB00235
53231	thioproline	LC/MS Pos Early	1250	134.027	Xenobiotics	Chemical	93176	34592-47-4		
27738	threonate	LC/MS Polar	2384	135.0299	Cofactors and Vitamins	Ascorbate and Aldarate Metabolism	151152	70753-61-6	C01620	HMDB00943
1284	threonine	LC/MS Pos Early	1514	120.0655	Amino Acid	Glycine, Serine and Threonine Metabolism	6288	72-19-5	C00188	HMDB00167
31530	threonylphenylalanine	LC/MS Pos Early	3077	267.1339	Peptide	Dipeptide	4099799	16875-27-7		HMDB29068
2183	thymidine	LC/MS Neg	1963.7	241.083	Nucleotide	Pyrimidine Metabolism, Thymine containing	5789	50-89-5	C00214	HMDB00273
12023	TMP	LC/MS Neg	883	321.0493	Nucleotide	Pyrimidine Metabolism, Thymine containing	9700	33430-62-5	C00364	HMDB01227
604	thymine	LC/MS Neg	1654	125.0357	Nucleotide	Pyrimidine Metabolism, Thymine containing	1135	65-71-4	C00178	HMDB00262
36095	thymol sulfate	LC/MS Neg	4410	229.054	Xenobiotics	Food Component/Plant		89-83-8	C09908	HMDB01878
32306	hydroxyproline	LC/MS Pos Early	1064	132.0655	Amino Acid	Urea cycle; Arginine and Proline Metabolism	5810	51-35-4	C01157	HMDB00725
607	trans-urocanate	LC/MS Pos Early	2285	139.0502	Amino Acid	Histidine Metabolism	736715	104-98-3	C00785	HMDB00301
38175	tribuloside	LC/MS Neg	3933	593.1301	Xenobiotics	Food Component/Plant	5320686	20316-62-5	C17140	
15729	tricarballylate	LC/MS Neg	578	175.0248	Energy	TCA Cycle	14925	99-14-9	C19806	HMDB31193
52436	tricosanoyl sphingomyelin (d18:1/23:0)*	LC/MS Pos Late	3200	801.6844	Lipid	Sphingomyelins				HMDB12105
62919	tridecenedioate (C13:1-DC)*	LC/MS Neg	3051	241.1445	Lipid	Fatty Acid, Dicarboxylate				
